missions,tasks_per_mission,total_tasks,manpower,shift,location,campaign_in_weeks
3,29,87,29,3,3,4
12,53,636,212,3,3,4
3,54,162,54,3,3,4
6,43,258,86,3,3,5
2,30,60,20,3,2,7
12,57,684,228,3,2,4
2,32,64,22,3,3,4
6,15,90,30,3,3,4
17,60,1020,340,3,3,7
3,22,66,22,3,2,7
2,58,116,39,3,3,4
20,32,640,214,3,3,4
8,18,144,48,3,2,4
12,26,312,104,3,2,4
4,11,44,15,3,2,4
5,28,140,47,3,3,4
13,28,364,122,3,2,4
15,16,240,80,3,2,7
16,51,816,272,3,3,8
10,51,510,170,3,2,4
16,29,464,155,3,3,4
12,18,216,72,3,3,6
17,26,442,148,3,2,4
16,36,576,192,3,3,4
12,56,672,224,3,2,4
8,11,88,30,3,2,4
20,45,900,300,3,2,4
3,28,84,28,3,3,4
16,26,416,139,3,2,4
13,14,182,61,3,3,4
19,48,912,304,3,3,4
8,27,216,72,3,3,4
5,16,80,27,3,2,6
20,26,520,174,3,3,4
8,48,384,128,3,3,4
12,45,540,180,3,2,4
1,49,49,17,3,2,4
20,54,1080,360,3,3,4
6,13,78,26,3,3,5
18,47,846,282,3,2,4
8,34,272,91,3,3,4
7,14,98,33,3,3,5
1,39,39,13,3,3,4
16,21,336,112,3,3,4
12,13,156,52,3,2,4
6,33,198,66,3,3,4
20,38,760,254,3,2,5
2,18,36,12,3,3,4
14,13,182,61,3,2,4
4,60,240,80,3,3,5
1,33,33,11,3,2,4
18,23,414,138,3,3,4
13,14,182,61,3,2,4
2,27,54,18,3,3,4
9,51,459,153,3,3,8
2,28,56,19,3,2,6
9,21,189,63,3,2,4
1,27,27,9,3,2,4
11,26,286,96,3,2,4
3,39,117,39,3,2,4
20,33,660,220,3,3,4
4,20,80,27,3,2,4
18,44,792,264,3,2,6
6,32,192,64,3,3,5
3,26,78,26,3,2,4
11,10,110,37,3,2,4
15,24,360,120,3,2,4
5,41,205,69,3,3,6
20,18,360,120,3,2,6
10,24,240,80,3,3,7
12,37,444,148,3,3,4
15,33,495,165,3,2,4
17,44,748,250,3,3,4
10,31,310,104,3,2,4
6,36,216,72,3,2,4
18,28,504,168,3,2,4
13,54,702,234,3,2,4
3,21,63,21,3,2,4
10,29,290,97,3,3,4
14,10,140,47,3,3,4
6,30,180,60,3,3,4
3,58,174,58,3,3,4
16,54,864,288,3,2,4
7,10,70,24,3,2,4
20,19,380,127,3,3,4
14,56,784,262,3,2,8
9,41,369,123,3,3,4
15,48,720,240,3,3,4
3,31,93,31,3,3,4
2,27,54,18,3,3,6
2,57,114,38,3,2,4
3,55,165,55,3,2,4
18,41,738,246,3,3,4
14,36,504,168,3,3,5
20,37,740,247,3,3,5
18,27,486,162,3,3,4
10,48,480,160,3,3,6
2,58,116,39,3,2,6
1,38,38,13,3,3,4
4,27,108,36,3,3,4
14,53,742,248,3,2,4
1,17,17,6,3,2,6
14,40,560,187,3,2,4
16,43,688,230,3,2,8
14,16,224,75,3,2,4
20,45,900,300,3,2,4
3,27,81,27,3,2,6
3,47,141,47,3,2,4
9,18,162,54,3,2,4
6,18,108,36,3,3,4
13,55,715,239,3,2,4
2,17,34,12,3,3,4
8,60,480,160,3,3,4
2,44,88,30,3,3,4
4,27,108,36,3,3,8
15,14,210,70,3,3,8
4,23,92,31,3,3,4
13,37,481,161,3,3,5
12,39,468,156,3,3,4
13,13,169,57,3,2,4
14,48,672,224,3,3,4
20,29,580,194,3,3,8
18,34,612,204,3,3,7
6,37,222,74,3,3,4
11,21,231,77,3,2,4
2,11,22,8,3,3,4
19,52,988,330,3,2,4
19,23,437,146,3,2,4
5,31,155,52,3,3,4
19,40,760,254,3,3,5
2,32,64,22,3,2,4
10,57,570,190,3,3,7
2,29,58,20,3,3,4
11,47,517,173,3,2,4
18,13,234,78,3,2,5
15,24,360,120,3,3,6
9,33,297,99,3,3,4
19,34,646,216,3,3,4
9,10,90,30,3,2,7
3,16,48,16,3,3,4
9,40,360,120,3,2,4
14,21,294,98,3,2,4
19,51,969,323,3,3,6
7,14,98,33,3,2,5
16,53,848,283,3,3,7
16,59,944,315,3,3,4
1,51,51,17,3,2,4
4,47,188,63,3,3,4
4,21,84,28,3,2,5
7,48,336,112,3,2,4
8,27,216,72,3,3,4
17,11,187,63,3,3,4
5,19,95,32,3,3,4
7,24,168,56,3,3,6
20,39,780,260,3,2,4
20,53,1060,354,3,2,8
4,26,104,35,3,2,4
6,13,78,26,3,3,7
7,16,112,38,3,2,6
18,50,900,300,3,2,4
5,40,200,67,3,3,8
20,60,1200,400,3,3,4
3,48,144,48,3,3,6
7,43,301,101,3,2,6
14,15,210,70,3,3,5
7,59,413,138,3,2,4
5,47,235,79,3,2,4
5,54,270,90,3,2,4
2,60,120,40,3,2,4
6,43,258,86,3,2,5
15,53,795,265,3,3,5
10,24,240,80,3,2,7
7,23,161,54,3,3,4
5,15,75,25,3,2,6
1,59,59,20,3,2,7
13,46,598,200,3,3,5
18,59,1062,354,3,2,4
13,41,533,178,3,2,4
18,12,216,72,3,3,4
5,12,60,20,3,3,4
13,31,403,135,3,2,4
4,31,124,42,3,2,8
17,19,323,108,3,2,4
3,60,180,60,3,3,4
17,12,204,68,3,2,4
11,21,231,77,3,3,6
20,38,760,254,3,3,7
4,57,228,76,3,2,6
2,26,52,18,3,3,4
20,16,320,107,3,2,4
16,22,352,118,3,2,6
18,11,198,66,3,3,4
8,13,104,35,3,3,4
3,19,57,19,3,3,4
9,48,432,144,3,3,4
20,33,660,220,3,3,5
6,26,156,52,3,3,4
10,15,150,50,3,2,4
10,28,280,94,3,2,4
13,14,182,61,3,2,4
17,41,697,233,3,3,4
9,19,171,57,3,3,4
17,18,306,102,3,3,4
9,36,324,108,3,2,4
9,22,198,66,3,2,4
1,28,28,10,3,3,4
2,30,60,20,3,3,4
16,33,528,176,3,3,4
1,47,47,16,3,3,6
10,13,130,44,3,2,4
18,33,594,198,3,2,4
8,44,352,118,3,2,4
11,12,132,44,3,3,8
2,13,26,9,3,2,4
8,46,368,123,3,3,4
8,49,392,131,3,3,5
17,57,969,323,3,3,5
15,44,660,220,3,2,5
17,40,680,227,3,2,4
13,53,689,230,3,3,4
19,34,646,216,3,2,4
5,49,245,82,3,3,7
12,22,264,88,3,3,4
1,13,13,5,3,3,4
5,55,275,92,3,2,7
8,23,184,62,3,2,7
13,22,286,96,3,3,8
8,36,288,96,3,2,6
11,15,165,55,3,2,8
1,26,26,9,3,2,4
13,45,585,195,3,2,6
19,49,931,311,3,3,6
3,58,174,58,3,2,4
17,44,748,250,3,3,4
5,26,130,44,3,3,8
20,50,1000,334,3,2,4
8,11,88,30,3,3,6
14,22,308,103,3,3,4
4,11,44,15,3,2,4
11,37,407,136,3,3,4
20,52,1040,347,3,3,4
15,35,525,175,3,2,4
19,31,589,197,3,2,4
7,56,392,131,3,2,4
19,52,988,330,3,2,4
19,12,228,76,3,2,4
11,44,484,162,3,3,4
5,21,105,35,3,3,5
5,33,165,55,3,2,4
8,14,112,38,3,2,4
10,29,290,97,3,3,4
6,48,288,96,3,2,4
15,48,720,240,3,2,4
16,22,352,118,3,3,4
17,50,850,284,3,3,6
8,54,432,144,3,3,7
8,21,168,56,3,2,6
9,22,198,66,3,3,4
2,19,38,13,3,2,4
15,42,630,210,3,3,4
18,49,882,294,3,2,5
3,25,75,25,3,2,8
17,54,918,306,3,2,4
4,44,176,59,3,3,4
4,12,48,16,3,3,4
14,14,196,66,3,3,6
9,35,315,105,3,2,6
9,20,180,60,3,3,4
18,16,288,96,3,3,8
10,19,190,64,3,2,4
4,51,204,68,3,2,7
12,43,516,172,3,3,8
8,12,96,32,3,3,6
2,17,34,12,3,3,4
13,40,520,174,3,2,4
16,20,320,107,3,3,4
2,54,108,36,3,2,4
11,16,176,59,3,2,6
10,54,540,180,3,3,4
15,11,165,55,3,3,4
17,15,255,85,3,2,5
8,50,400,134,3,2,4
18,41,738,246,3,3,4
9,29,261,87,3,3,4
8,43,344,115,3,3,4
14,59,826,276,3,2,4
18,25,450,150,3,2,6
20,34,680,227,3,3,4
20,21,420,140,3,2,7
12,16,192,64,3,2,4
19,48,912,304,3,3,4
14,26,364,122,3,2,4
17,54,918,306,3,3,4
3,20,60,20,3,3,4
7,15,105,35,3,2,4
17,32,544,182,3,2,4
12,36,432,144,3,3,4
9,55,495,165,3,2,4
15,15,225,75,3,3,4
18,47,846,282,3,2,5
13,11,143,48,3,2,7
8,31,248,83,3,2,4
14,29,406,136,3,3,4
8,34,272,91,3,2,8
14,24,336,112,3,3,4
7,58,406,136,3,3,8
12,38,456,152,3,3,4
11,17,187,63,3,2,6
11,46,506,169,3,3,4
13,58,754,252,3,3,7
18,42,756,252,3,2,4
2,31,62,21,3,3,4
15,59,885,295,3,3,4
20,56,1120,374,3,2,4
18,14,252,84,3,3,5
15,48,720,240,3,2,4
19,27,513,171,3,3,7
12,47,564,188,3,3,4
13,46,598,200,3,2,6
11,39,429,143,3,3,4
5,60,300,100,3,3,8
1,40,40,14,3,3,8
3,19,57,19,3,2,4
19,24,456,152,3,2,6
7,51,357,119,3,2,6
12,57,684,228,3,2,4
15,53,795,265,3,2,4
5,27,135,45,3,3,4
15,32,480,160,3,2,6
8,42,336,112,3,2,4
10,25,250,84,3,2,4
16,47,752,251,3,3,4
8,44,352,118,3,3,4
1,43,43,15,3,2,6
12,37,444,148,3,3,8
5,11,55,19,3,3,4
3,39,117,39,3,3,4
1,22,22,8,3,3,5
4,50,200,67,3,2,4
8,25,200,67,3,2,4
3,14,42,14,3,3,4
10,37,370,124,3,3,4
2,48,96,32,3,3,4
11,54,594,198,3,3,5
10,29,290,97,3,2,4
14,33,462,154,3,3,6
7,36,252,84,3,2,4
2,39,78,26,3,3,4
9,54,486,162,3,2,6
16,36,576,192,3,3,4
13,35,455,152,3,2,4
9,16,144,48,3,2,4
20,51,1020,340,3,2,4
4,56,224,75,3,3,6
10,47,470,157,3,2,4
12,14,168,56,3,3,5
17,32,544,182,3,2,4
14,37,518,173,3,2,4
14,43,602,201,3,3,8
2,24,48,16,3,2,6
20,41,820,274,3,3,4
11,35,385,129,3,3,4
16,57,912,304,3,3,4
19,40,760,254,3,3,4
6,28,168,56,3,2,5
19,18,342,114,3,2,5
5,38,190,64,3,3,4
4,60,240,80,3,2,6
15,48,720,240,3,2,4
4,13,52,18,3,3,4
20,12,240,80,3,2,4
10,38,380,127,3,3,8
3,20,60,20,3,2,5
5,42,210,70,3,2,4
6,47,282,94,3,3,4
8,20,160,54,3,2,7
7,36,252,84,3,2,4
10,42,420,140,3,3,4
6,30,180,60,3,2,8
14,48,672,224,3,3,6
4,40,160,54,3,2,4
13,47,611,204,3,3,4
20,55,1100,367,3,3,4
17,11,187,63,3,3,4
7,36,252,84,3,3,8
4,45,180,60,3,3,4
14,20,280,94,3,2,6
3,56,168,56,3,2,4
5,27,135,45,3,3,4
16,10,160,54,3,2,4
20,44,880,294,3,3,5
4,44,176,59,3,2,4
2,40,80,27,3,2,4
18,37,666,222,3,3,4
19,48,912,304,3,3,4
19,10,190,64,3,2,4
17,34,578,193,3,2,4
14,52,728,243,3,3,4
19,47,893,298,3,2,4
13,29,377,126,3,2,4
12,12,144,48,3,3,4
6,60,360,120,3,2,4
4,11,44,15,3,3,4
19,27,513,171,3,3,4
16,53,848,283,3,3,6
13,19,247,83,3,2,4
4,14,56,19,3,2,4
17,18,306,102,3,3,4
1,11,11,4,3,3,6
18,43,774,258,3,2,5
20,47,940,314,3,2,4
17,40,680,227,3,2,4
15,19,285,95,3,3,4
11,59,649,217,3,3,8
13,21,273,91,3,2,5
1,45,45,15,3,2,4
17,30,510,170,3,2,6
6,58,348,116,3,3,5
4,56,224,75,3,3,4
20,15,300,100,3,2,4
16,57,912,304,3,2,4
15,58,870,290,3,3,4
15,12,180,60,3,3,5
6,19,114,38,3,2,4
15,14,210,70,3,2,6
14,55,770,257,3,2,8
11,35,385,129,3,3,4
7,30,210,70,3,2,4
9,54,486,162,3,3,6
16,35,560,187,3,3,5
5,47,235,79,3,2,5
20,53,1060,354,3,2,4
10,35,350,117,3,3,4
18,17,306,102,3,2,4
3,14,42,14,3,3,8
13,24,312,104,3,2,4
11,25,275,92,3,2,7
17,10,170,57,3,2,4
13,25,325,109,3,2,8
6,46,276,92,3,3,4
17,12,204,68,3,3,4
13,56,728,243,3,3,4
19,40,760,254,3,2,4
19,22,418,140,3,3,4
10,25,250,84,3,3,4
3,52,156,52,3,3,4
14,30,420,140,3,2,4
19,11,209,70,3,3,5
5,36,180,60,3,2,4
5,47,235,79,3,2,4
20,35,700,234,3,3,6
17,47,799,267,3,2,4
10,55,550,184,3,3,8
5,34,170,57,3,3,4
4,20,80,27,3,3,4
6,17,102,34,3,3,4
4,17,68,23,3,3,4
7,42,294,98,3,2,4
7,16,112,38,3,3,4
18,47,846,282,3,2,4
3,30,90,30,3,3,4
1,17,17,6,3,3,4
4,60,240,80,3,3,4
6,30,180,60,3,2,4
9,29,261,87,3,2,4
14,17,238,80,3,2,4
12,55,660,220,3,2,4
20,40,800,267,3,3,4
4,59,236,79,3,3,4
12,38,456,152,3,2,4
10,57,570,190,3,2,4
7,18,126,42,3,2,4
3,24,72,24,3,3,4
14,39,546,182,3,2,4
10,35,350,117,3,2,4
16,19,304,102,3,3,4
16,38,608,203,3,2,4
10,25,250,84,3,3,6
13,45,585,195,3,3,5
6,29,174,58,3,3,4
12,54,648,216,3,3,4
9,46,414,138,3,3,4
13,31,403,135,3,2,6
4,16,64,22,3,2,4
11,32,352,118,3,3,8
20,50,1000,334,3,3,4
18,49,882,294,3,2,4
11,38,418,140,3,2,4
4,25,100,34,3,3,4
18,47,846,282,3,2,4
1,37,37,13,3,2,4
7,57,399,133,3,3,4
6,47,282,94,3,2,6
15,40,600,200,3,2,4
18,23,414,138,3,2,4
11,42,462,154,3,2,4
20,18,360,120,3,3,5
15,36,540,180,3,2,5
16,33,528,176,3,3,4
7,22,154,52,3,2,4
10,35,350,117,3,3,4
12,38,456,152,3,3,4
14,60,840,280,3,2,4
5,58,290,97,3,3,7
18,52,936,312,3,3,4
5,37,185,62,3,3,4
3,37,111,37,3,3,4
5,17,85,29,3,3,6
17,32,544,182,3,2,4
19,38,722,241,3,3,4
19,14,266,89,3,3,4
12,51,612,204,3,2,4
9,16,144,48,3,2,5
1,51,51,17,3,3,4
18,45,810,270,3,2,5
4,50,200,67,3,2,4
10,36,360,120,3,2,4
7,55,385,129,3,2,6
1,11,11,4,3,2,4
17,34,578,193,3,2,4
2,18,36,12,3,3,4
11,36,396,132,3,3,4
9,10,90,30,3,2,4
7,32,224,75,3,2,8
17,19,323,108,3,3,8
17,51,867,289,3,2,4
2,34,68,23,3,3,4
6,12,72,24,3,2,4
14,15,210,70,3,3,4
6,15,90,30,3,3,4
2,11,22,8,3,2,4
1,27,27,9,3,2,4
10,32,320,107,3,2,4
5,11,55,19,3,2,4
2,21,42,14,3,3,4
16,31,496,166,3,2,5
2,46,92,31,3,3,4
10,29,290,97,3,2,4
2,48,96,32,3,3,4
16,33,528,176,3,2,4
16,57,912,304,3,2,4
19,29,551,184,3,3,4
7,10,70,24,3,2,8
12,10,120,40,3,2,4
15,26,390,130,3,2,4
8,10,80,27,3,2,4
6,54,324,108,3,2,8
10,39,390,130,3,3,5
3,50,150,50,3,2,6
19,56,1064,355,3,3,4
17,12,204,68,3,2,8
7,55,385,129,3,2,4
20,20,400,134,3,3,4
4,33,132,44,3,3,6
14,31,434,145,3,3,7
20,53,1060,354,3,3,4
15,54,810,270,3,3,4
8,35,280,94,3,2,4
15,22,330,110,3,3,4
20,10,200,67,3,3,4
14,33,462,154,3,2,8
9,19,171,57,3,2,4
8,44,352,118,3,3,5
17,33,561,187,3,3,5
2,37,74,25,3,3,4
3,45,135,45,3,2,5
8,25,200,67,3,3,4
12,49,588,196,3,2,4
1,25,25,9,3,2,4
10,26,260,87,3,2,4
20,60,1200,400,3,2,6
3,24,72,24,3,3,8
6,25,150,50,3,2,4
7,24,168,56,3,2,5
20,43,860,287,3,3,4
18,20,360,120,3,2,5
11,10,110,37,3,3,4
19,24,456,152,3,2,4
5,35,175,59,3,3,4
19,60,1140,380,3,2,4
11,13,143,48,3,2,4
12,52,624,208,3,3,7
10,14,140,47,3,2,4
8,44,352,118,3,2,7
9,22,198,66,3,3,5
4,19,76,26,3,2,4
5,20,100,34,3,2,4
8,27,216,72,3,3,5
9,43,387,129,3,3,4
15,48,720,240,3,3,4
15,50,750,250,3,3,4
16,51,816,272,3,3,4
14,59,826,276,3,2,8
8,32,256,86,3,3,4
18,16,288,96,3,2,4
10,48,480,160,3,3,4
20,12,240,80,3,2,5
6,21,126,42,3,2,5
12,16,192,64,3,3,4
2,58,116,39,3,2,4
7,35,245,82,3,2,4
16,42,672,224,3,3,4
3,46,138,46,3,3,4
13,57,741,247,3,3,8
3,24,72,24,3,3,4
18,11,198,66,3,2,4
11,50,550,184,3,2,6
8,16,128,43,3,2,4
6,41,246,82,3,2,4
1,13,13,5,3,2,4
1,29,29,10,3,2,4
8,59,472,158,3,3,7
5,45,225,75,3,2,4
16,41,656,219,3,2,4
11,37,407,136,3,2,4
5,22,110,37,3,3,7
4,10,40,14,3,3,4
6,44,264,88,3,3,4
14,57,798,266,3,3,8
19,39,741,247,3,2,4
9,45,405,135,3,2,5
12,34,408,136,3,2,4
11,25,275,92,3,3,4
14,28,392,131,3,2,4
16,10,160,54,3,2,4
1,14,14,5,3,2,4
13,60,780,260,3,3,4
13,31,403,135,3,3,4
2,33,66,22,3,3,4
4,52,208,70,3,2,4
6,54,324,108,3,2,8
5,46,230,77,3,2,4
3,45,135,45,3,2,8
1,45,45,15,3,3,4
4,13,52,18,3,2,4
20,45,900,300,3,3,4
2,27,54,18,3,2,5
5,59,295,99,3,3,5
3,25,75,25,3,2,4
9,50,450,150,3,2,7
20,27,540,180,3,3,4
6,31,186,62,3,3,4
18,11,198,66,3,2,8
6,30,180,60,3,2,6
19,45,855,285,3,2,8
12,53,636,212,3,3,4
11,48,528,176,3,2,4
2,56,112,38,3,3,4
15,48,720,240,3,2,4
12,38,456,152,3,2,5
12,35,420,140,3,2,4
9,30,270,90,3,2,4
2,26,52,18,3,3,4
3,25,75,25,3,3,4
12,40,480,160,3,2,4
16,60,960,320,3,2,4
1,18,18,6,3,2,6
3,40,120,40,3,3,4
20,23,460,154,3,2,5
2,58,116,39,3,3,4
9,46,414,138,3,3,4
19,11,209,70,3,3,4
15,57,855,285,3,3,6
18,55,990,330,3,2,4
11,23,253,85,3,2,4
16,42,672,224,3,3,4
17,44,748,250,3,2,4
5,48,240,80,3,2,6
12,56,672,224,3,2,5
11,60,660,220,3,3,4
15,29,435,145,3,2,4
3,11,33,11,3,2,5
1,60,60,20,3,2,4
20,50,1000,334,3,2,4
16,28,448,150,3,2,4
2,46,92,31,3,2,4
2,27,54,18,3,2,4
3,25,75,25,3,2,6
8,13,104,35,3,2,4
15,21,315,105,3,2,4
7,38,266,89,3,3,6
6,16,96,32,3,2,4
9,23,207,69,3,3,4
20,21,420,140,3,2,4
1,44,44,15,3,3,4
8,14,112,38,3,3,7
3,26,78,26,3,2,5
4,51,204,68,3,3,4
15,41,615,205,3,3,5
6,19,114,38,3,3,4
15,52,780,260,3,2,7
3,26,78,26,3,3,4
14,14,196,66,3,3,4
20,54,1080,360,3,2,4
14,51,714,238,3,3,4
4,18,72,24,3,3,4
12,58,696,232,3,3,4
17,42,714,238,3,2,5
7,45,315,105,3,3,4
9,45,405,135,3,2,8
3,27,81,27,3,3,4
13,18,234,78,3,3,4
15,38,570,190,3,3,7
18,59,1062,354,3,3,4
19,23,437,146,3,2,6
1,34,34,12,3,3,6
6,24,144,48,3,2,4
2,15,30,10,3,3,4
14,51,714,238,3,2,4
6,38,228,76,3,3,4
14,24,336,112,3,3,4
4,38,152,51,3,2,5
8,13,104,35,3,2,4
3,27,81,27,3,2,4
19,59,1121,374,3,2,4
14,58,812,271,3,3,8
20,53,1060,354,3,2,4
17,48,816,272,3,2,4
8,25,200,67,3,2,4
14,20,280,94,3,3,8
6,23,138,46,3,3,8
16,12,192,64,3,3,4
19,60,1140,380,3,3,6
14,59,826,276,3,2,4
19,51,969,323,3,3,8
3,47,141,47,3,2,4
10,54,540,180,3,3,4
19,51,969,323,3,2,4
9,27,243,81,3,2,4
20,29,580,194,3,2,5
13,57,741,247,3,2,4
7,34,238,80,3,2,8
14,47,658,220,3,3,4
9,22,198,66,3,2,4
19,13,247,83,3,2,4
15,23,345,115,3,2,4
20,42,840,280,3,2,6
14,37,518,173,3,3,4
6,46,276,92,3,3,4
4,17,68,23,3,2,4
8,53,424,142,3,2,4
17,43,731,244,3,2,8
9,53,477,159,3,2,4
1,14,14,5,3,3,6
20,14,280,94,3,3,4
14,40,560,187,3,2,4
11,54,594,198,3,2,8
3,18,54,18,3,2,4
9,51,459,153,3,2,4
14,41,574,192,3,2,4
9,42,378,126,3,3,4
4,12,48,16,3,3,6
4,39,156,52,3,2,4
8,59,472,158,3,3,7
2,21,42,14,3,3,4
9,38,342,114,3,3,4
14,12,168,56,3,2,4
9,35,315,105,3,3,4
16,39,624,208,3,3,8
17,18,306,102,3,2,4
16,35,560,187,3,3,4
12,11,132,44,3,2,6
3,12,36,12,3,3,5
11,55,605,202,3,2,4
14,13,182,61,3,2,6
18,34,612,204,3,3,4
5,60,300,100,3,3,4
16,22,352,118,3,2,4
20,48,960,320,3,2,4
5,53,265,89,3,3,4
3,44,132,44,3,3,4
12,32,384,128,3,3,4
1,18,18,6,3,3,5
9,11,99,33,3,2,8
9,50,450,150,3,2,5
4,53,212,71,3,2,4
3,40,120,40,3,3,4
17,53,901,301,3,3,4
2,56,112,38,3,2,4
1,11,11,4,3,2,4
8,41,328,110,3,2,4
13,27,351,117,3,2,5
15,22,330,110,3,2,4
8,55,440,147,3,2,4
12,14,168,56,3,3,4
12,51,612,204,3,2,4
14,53,742,248,3,2,4
15,19,285,95,3,2,4
15,52,780,260,3,2,4
9,34,306,102,3,2,4
19,43,817,273,3,2,4
20,46,920,307,3,2,6
8,39,312,104,3,3,6
19,16,304,102,3,2,4
6,15,90,30,3,3,4
20,12,240,80,3,3,5
19,22,418,140,3,3,4
4,12,48,16,3,2,4
7,35,245,82,3,2,4
4,33,132,44,3,2,4
12,15,180,60,3,2,5
13,52,676,226,3,2,6
3,58,174,58,3,2,4
12,51,612,204,3,2,4
2,21,42,14,3,2,4
2,58,116,39,3,2,4
9,45,405,135,3,2,8
1,11,11,4,3,3,4
8,20,160,54,3,2,4
6,48,288,96,3,2,5
6,43,258,86,3,2,6
18,35,630,210,3,3,6
17,27,459,153,3,2,4
12,30,360,120,3,2,4
6,45,270,90,3,3,4
8,49,392,131,3,2,4
19,55,1045,349,3,3,8
10,53,530,177,3,3,4
1,31,31,11,3,3,8
13,39,507,169,3,3,4
17,59,1003,335,3,2,6
3,52,156,52,3,3,4
8,39,312,104,3,3,8
14,17,238,80,3,2,4
3,43,129,43,3,2,4
16,56,896,299,3,2,5
13,18,234,78,3,3,4
20,60,1200,400,3,2,4
17,29,493,165,3,3,8
13,49,637,213,3,3,4
6,34,204,68,3,2,4
17,28,476,159,3,2,4
14,14,196,66,3,2,6
17,20,340,114,3,2,4
8,24,192,64,3,2,4
11,17,187,63,3,2,4
20,28,560,187,3,3,4
1,32,32,11,3,3,4
7,36,252,84,3,2,4
17,49,833,278,3,3,4
10,41,410,137,3,3,4
11,35,385,129,3,3,4
9,36,324,108,3,3,4
9,28,252,84,3,3,4
5,59,295,99,3,3,4
17,51,867,289,3,2,4
9,38,342,114,3,2,4
17,48,816,272,3,2,4
19,50,950,317,3,3,5
7,42,294,98,3,2,4
9,28,252,84,3,2,4
7,46,322,108,3,2,4
13,28,364,122,3,3,4
11,42,462,154,3,2,7
14,56,784,262,3,3,4
19,25,475,159,3,2,4
11,32,352,118,3,2,4
13,16,208,70,3,2,4
14,35,490,164,3,3,4
13,41,533,178,3,3,4
1,21,21,7,3,3,6
8,17,136,46,3,3,4
12,14,168,56,3,3,4
19,51,969,323,3,2,4
12,37,444,148,3,2,4
8,14,112,38,3,3,4
8,58,464,155,3,3,4
13,35,455,152,3,2,4
12,14,168,56,3,3,4
16,31,496,166,3,2,6
1,24,24,8,3,3,4
13,22,286,96,3,2,5
7,37,259,87,3,3,4
5,42,210,70,3,3,4
8,52,416,139,3,2,7
14,32,448,150,3,2,4
13,42,546,182,3,3,5
15,52,780,260,3,3,5
17,27,459,153,3,2,4
15,59,885,295,3,3,4
20,39,780,260,3,2,4
18,35,630,210,3,2,8
18,25,450,150,3,3,6
2,22,44,15,3,2,4
4,48,192,64,3,2,4
1,42,42,14,3,3,4
4,35,140,47,3,2,4
18,57,1026,342,3,2,4
5,10,50,17,3,2,4
19,58,1102,368,3,2,4
15,47,705,235,3,3,4
8,11,88,30,3,2,6
20,58,1160,387,3,3,7
17,15,255,85,3,2,5
1,55,55,19,3,3,6
12,59,708,236,3,2,4
19,47,893,298,3,3,4
15,51,765,255,3,2,4
9,33,297,99,3,2,5
7,27,189,63,3,2,7
2,36,72,24,3,2,5
9,50,450,150,3,3,6
10,17,170,57,3,3,4
2,37,74,25,3,2,4
19,19,361,121,3,3,4
11,26,286,96,3,2,4
13,38,494,165,3,2,4
10,15,150,50,3,3,4
14,23,322,108,3,3,4
18,31,558,186,3,3,4
19,15,285,95,3,2,4
9,35,315,105,3,2,4
7,48,336,112,3,3,4
3,21,63,21,3,2,4
20,44,880,294,3,3,4
6,23,138,46,3,3,6
2,31,62,21,3,3,4
6,60,360,120,3,3,4
3,32,96,32,3,3,6
16,57,912,304,3,3,6
8,16,128,43,3,2,6
2,49,98,33,3,2,4
17,59,1003,335,3,3,4
9,34,306,102,3,3,4
12,22,264,88,3,3,4
3,30,90,30,3,2,7
11,50,550,184,3,3,4
1,19,19,7,3,3,4
13,18,234,78,3,3,4
15,24,360,120,3,2,4
5,11,55,19,3,3,4
17,34,578,193,3,2,5
6,22,132,44,3,2,6
11,43,473,158,3,3,7
18,60,1080,360,3,2,4
4,43,172,58,3,2,4
3,44,132,44,3,2,4
13,47,611,204,3,3,4
9,12,108,36,3,2,7
6,51,306,102,3,3,4
12,15,180,60,3,3,5
2,57,114,38,3,3,4
3,58,174,58,3,2,4
3,28,84,28,3,3,4
12,12,144,48,3,2,4
15,27,405,135,3,2,5
9,48,432,144,3,2,4
8,18,144,48,3,2,5
11,21,231,77,3,3,6
16,14,224,75,3,3,4
4,12,48,16,3,2,5
1,20,20,7,3,3,4
7,39,273,91,3,3,4
2,13,26,9,3,3,5
5,14,70,24,3,2,8
7,10,70,24,3,3,4
4,36,144,48,3,2,4
5,37,185,62,3,3,4
1,38,38,13,3,2,4
1,27,27,9,3,2,4
15,21,315,105,3,2,7
20,22,440,147,3,3,4
19,50,950,317,3,2,4
10,11,110,37,3,3,4
18,46,828,276,3,2,4
3,54,162,54,3,3,4
11,25,275,92,3,2,4
15,57,855,285,3,3,5
11,33,363,121,3,2,4
17,44,748,250,3,2,4
17,31,527,176,3,2,5
6,45,270,90,3,3,4
5,20,100,34,3,2,4
8,55,440,147,3,2,4
2,38,76,26,3,2,4
16,44,704,235,3,2,4
20,57,1140,380,3,3,4
12,24,288,96,3,2,6
6,40,240,80,3,2,5
1,51,51,17,3,3,4
4,50,200,67,3,3,4
17,52,884,295,3,3,4
13,25,325,109,3,2,4
18,19,342,114,3,3,4
5,58,290,97,3,3,4
3,41,123,41,3,3,4
11,60,660,220,3,2,5
13,11,143,48,3,2,4
4,33,132,44,3,2,5
14,32,448,150,3,3,5
11,11,121,41,3,2,4
10,47,470,157,3,3,5
19,40,760,254,3,3,5
18,60,1080,360,3,3,4
6,49,294,98,3,2,4
